Provider Name,Address 1,Address 2,City,State,Zip,Public Phone,Latitude,Longitude,Geopoint,Last Report Date,Is PAP Site,Prescribing Services Available,Appointment URL,Home Delivery,Is ICATT Site,Has USG Product,Has Commercial Product,Has Paxlovid,Has Commercial Paxlovid,Has USG Paxlovid,Has Lagevrio,Has Commercial Lagevrio,Has USG Lagevrio,Has Veklury,Has Oseltamivir Generic,Has Oseltamivir Suspension,Has Oseltamivir Tamiflu,Has Baloxavir,Has Zanamivir,Has Peramivir,Grantee Code,Is Flu,Is COVID-19
CVS PHARMACY #00079,2098 HIGHWAY 20 WEST,,MCDONOUGH,GA,30253,770-898-7356,33.413564,-84.199185,POINT (-84.199185 33.413564),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,CV1,TRUE,TRUE
CVS PHARMACY #00279,2605 HAMILTON MILL RD,,BUFORD,GA,30519,678-546-5352,34.079838,-83.91826,POINT (-83.91826 34.079838),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,CV1,TRUE,TRUE
WALGREENS #10797,300 N SLAPPEY BLVD,,ALBANY,GA,31701-1406,,31.580433,-84.175631,POINT (-84.175631 31.580433),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
CVS PHARMACY #04138,2720 LOGANVILLE HWY,,LOGANVILLE,GA,30052,770-277-5996,33.881587,-83.937388,POINT (-83.937388 33.881587),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,CV1,TRUE,TRUE
WALGREENS #11106,733 E FORSYTH ST,,AMERICUS,GA,31709-3718,,32.072939,-84.221413,POINT (-84.221413 32.072939),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
KROGER DRUGSTORE #849,8404 S.MEMORIAL PKWY,,HUNTSVILLE,AL,35802,,34.65711,-86.57126,POINT (-86.57126 34.65711),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,KG1,FALSE,TRUE
WALMART PHARMACY 10-4200,6475 GATEWAY RD,,COLUMBUS,GA,31909,,32.538557,-84.87679,POINT (-84.87679 32.538557),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WM1,FALSE,TRUE
WALMART PHARMACY 10-4436,5455 ATLANTA HWY,,ALPHARETTA,GA,30004-2928,,34.150322,-84.24936,POINT (-84.24936 34.150322),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WM1,FALSE,TRUE
WALGREENS #11827,2744 WASHINGTON RD,,AUGUSTA,GA,30909-2218,,33.509163,-82.028183,POINT (-82.028183 33.509163),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
WALGREENS #11348,2835 WATSON BLVD,,WARNER ROBINS,GA,31093-8511,,32.617922,-83.681879,POINT (-83.681879 32.617922),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
WALGREENS #9623,896 HIGHWAY 81 E,,MCDONOUGH,GA,30252-2914,,33.438744,-84.122438,POINT (-84.122438 33.438744),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
"TARRYTOWN EXPOCARE GA, INC.",953 BRANCH CT,,GROVETOWN,GA,30813-3325,,33.481962,-82.193801,POINT (-82.193801 33.481962),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
WALGREENS #11940,274 W CLINTON ST,,GRAY,GA,31032-5430,,33.005161,-83.547507,POINT (-83.547507 33.005161),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
WALGREENS #11491,684 W BANKHEAD HWY,,VILLA RICA,GA,30180-1601,,33.710551,-84.9368175,POINT (-84.9368175 33.710551),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
WALGREENS #10856,2060 HIGHWAY 40 E,,KINGSLAND,GA,31548-6731,,30.799963,-81.689859,POINT (-81.689859 30.799963),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
PUBLIX PHARMACY #1184,80 SEVEN HILLS BLVD,,DALLAS,GA,30132,,34.029613,-84.778681,POINT (-84.778681 34.029613),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PX1,FALSE,TRUE
MAGNOLIA MANOR PHARMACY,342 INDUSTRIAL BLVD,STE C,HAWKINSVILLE,GA,31036,,32.30587,-83.48807,POINT (-83.48807 32.30587),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,MH1,FALSE,TRUE
CVS PHARMACY #17488,13055 HWY 9 N,,MILTON,GA,30004,770-225-1781,34.0989,-84.268906,POINT (-84.268906 34.0989),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,CV1,TRUE,TRUE
WALGREENS #11538,4210 AUGUSTA RD,,GARDEN CITY,GA,31408-2106,,32.103709,-81.148532,POINT (-81.148532 32.103709),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
CVS PHARMACY #03882,450 PEACHTREE PKWY,,CUMMING,GA,30041-6818,770-889-1301,34.151731,-84.174836,POINT (-84.174836 34.151731),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,CV1,TRUE,TRUE
COASTAL PHARMACARE INC,220 BYTHE ISLAND CONNECTOR,,BRUNSWICK,GA,31520,,31.202635,-81.509373,POINT (-81.509373 31.202635),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,MH1,FALSE,TRUE
PUBLIX PHARMACY #1233,275 PERRY PKWY,,PERRY,GA,31069,,32.472886,-83.705994,POINT (-83.705994 32.472886),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PX1,FALSE,TRUE
CVS PHARMACY #04916,108 PARK RD,,PLEASANT GROVE,AL,35127-1805,205-744-1021,33.491268,-86.958884,POINT (-86.958884 33.491268),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,CV1,TRUE,TRUE
WALGREENS #10854,2701 FAIRBURN RD,,DOUGLASVILLE,GA,30135-2941,,33.732865,-84.670236,POINT (-84.670236 33.732865),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
PUBLIX PHARMACY #1217,7953 VILLA RICA HWY,,DALLAS,GA,30157,,33.809079,-84.886144,POINT (-84.886144 33.809079),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PX1,FALSE,TRUE
CVS PHARMACY #17527,2022 CUMMING HWY,,CANTON,GA,30115,678-880-4312,34.234212,-84.457142,POINT (-84.457142 34.234212),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,CV1,TRUE,TRUE
CVS PHARMACY #05418,1905 MARTHA BERRY BLVD,,ROME,GA,30165-1649,706-295-5717,34.278948,-85.182926,POINT (-85.182926 34.278948),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,CV1,TRUE,TRUE
WALGREENS #11685,201 PACIFIC AVE,,BREMEN,GA,30110-2044,,33.719955,-85.14591,POINT (-85.14591 33.719955),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
CVS PHARMACY #02509,"SSC BLDG C, FLR 2, 2455 PACES FERRY RD, NW",,ATLANTA,GA,30339,,33.85572,-84.44226,POINT (-84.44226 33.85572),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CV1,FALSE,TRUE
WALGREENS #10602,4310 WASHINGTON RD,,EVANS,GA,30809-3957,,33.536986,-82.12908,POINT (-82.12908 33.536986),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
PUBLIX PHARMACY #1251,916 LOGANVILLE HWY,SUITE 200,BETHLEHEM,GA,30620,,33.942688,-83.749358,POINT (-83.749358 33.942688),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PX1,FALSE,TRUE
CVS PHARMACY #01359,5384 HIGHWAY 20 S,,COVINGTON,GA,30016-4403,,33.58999,-83.876994,POINT (-83.876994 33.58999),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CV1,FALSE,TRUE
WALGREENS #2454,3116 HIGHWAY 34 E,,NEWNAN,GA,30265-1342,,33.408607,-84.681234,POINT (-84.681234 33.408607),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
CARMICHAEL'S VITAL CARE PHARMACY,150-D MLK JR. BLVD,,MONROE,GA,30655,,33.794544,-83.743679,POINT (-83.743679 33.794544),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
PUBLIX PHARMACY #1248,"15 LAUREL CANYON VILLAGE CIR., SUITE 118",,CANTON,GA,30114,,34.271268,-84.503213,POINT (-84.503213 34.271268),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PX1,FALSE,TRUE
CVS PHARMACY #08976,965 JOE FRANK HARRIS PKWY SE,,CARTERSVILLE,GA,30120-2130,678-721-1090,34.198788,-84.794757,POINT (-84.794757 34.198788),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,CV1,TRUE,TRUE
"APPALACHIAN HOME INFUSION, LLC",14 SAMMY MCGHEE BLVD STE 103,,JASPER,GA,30143-7722,,34.464812,-84.451827,POINT (-84.451827 34.464812),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
GWINNETT PHARMACY,1880 BRASELTON HWY STE 121,,LAWRENCEVILLE,GA,30043-2877,,34.035883,-83.95661,POINT (-83.95661 34.035883),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
GRADY MEMORIAL HOSPITAL CORPORATION CENTRAL REFILL PHARMACY,1575 NORTHSIDE DR NW BLDG 400,ATLANTA TECH CENTER SUITE 450,ATLANTA,GA,30318-4235,,33.800631,-84.404598,POINT (-84.404598 33.800631),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
MOUNTAINVIEW PHARMACY,1275 POWERS FERRY RD SE STE 170,,MARIETTA,GA,30067-8600,,33.9267615,-84.4734996,POINT (-84.4734996 33.9267615),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
KROGER PHARMACY #687,6001 HWY 20,,SUGAR HILL,GA,30518,,34.121735,-84.076696,POINT (-84.076696 34.121735),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,KG1,FALSE,TRUE
ATLANTA PHARMACY,5456 JIMMY CARTER BLVD STE 160,,NORCROSS,GA,30093-1511,,33.9259405,-84.224219,POINT (-84.224219 33.9259405),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
WALGREENS #12754,7869 VETERANS PKWY,,COLUMBUS,GA,31909-1721,,32.562435,-84.9385,POINT (-84.9385 32.562435),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
TRINITY PHARMACY,3565 MARTIN LUTHER KING JR DR SW STE 2,,ATLANTA,GA,30331-1711,,33.76997,-84.53658,POINT (-84.53658 33.76997),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
AUGUSTA ONCOLOGY ASSOCIATES,1303 D'ANTIGNAC STREET SUITE 1000,,AUGUSTA,GA,30901-2637,,33.471984,-81.980451,POINT (-81.980451 33.471984),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
COSTCO PHARMACY #1084,500 BROOKHAVEN AVE NE,,ATLANTA,GA,30319-3291,,33.873355,-84.329865,POINT (-84.329865 33.873355),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,CW1,FALSE,TRUE
WALGREENS #13873,2675 N DECATUR RD,STE 101,DECATUR,GA,30033-6131,,33.791148,-84.283426,POINT (-84.283426 33.791148),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
SAMS PHARMACY 10-4789,310 FISCHER RD,,SHARPSBURG,GA,30277-2084,,33.400423,-84.624431,POINT (-84.624431 33.400423),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WM1,FALSE,TRUE
BARNES HEALTHCARE SERVICES,2030 POWERS FERRY RD SE STE 325,,ATLANTA,GA,30339-2823,,33.900477,-84.455111,POINT (-84.455111 33.900477),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
CVS PHARMACY #04845,806 HOKE ST,,GADSDEN,AL,35903-1810,256-492-4807,34.003053,-85.969611,POINT (-85.969611 34.003053),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,CV1,TRUE,TRUE
CVS PHARMACY #08907,395 JACKSON ST,,NEWNAN,GA,30263,770-251-3857,33.398277,-84.796271,POINT (-84.796271 33.398277),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,CV1,TRUE,TRUE
CVS PHARMACY #02593,1193 US HIGHWAY 19 S,,LEESBURG,GA,31763-4825,229-436-1330,31.657352,-84.172245,POINT (-84.172245 31.657352),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,CV1,TRUE,TRUE
SENOIA DRUG CO INC,7285 HWY 16 EAST,SUITE A,SENOIA,GA,30276,,33.293131,-84.571732,POINT (-84.571732 33.293131),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,GN1,FALSE,TRUE
JOHNSON'S RIVER PLACE PHARMACY,2625 OLD WINDER HWY STE H,,BRASELTON,GA,30517-7021,,34.120573,-83.825803,POINT (-83.825803 34.120573),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
SAMS PHARMACY 10-6506,1201 N WESTOVER BLVD,,ALBANY,GA,31707-6600,,31.618214,-84.210637,POINT (-84.210637 31.618214),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WM1,FALSE,TRUE
PHYSICIANS APOTHECARY,1011 FORREST AVE,,GADSDEN,AL,35901-3539,,34.01745,-86.015436,POINT (-86.015436 34.01745),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
CVS PHARMACY #03874,3595 ATLANTA HWY,,ATHENS,GA,30606,706-549-8985,33.938487,-83.454775,POINT (-83.454775 33.938487),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,CV1,TRUE,TRUE
HARBIN CLINIC CANCER CENTER PHARMACY,255 WEST 5TH STREET,,ROME,GA,30165,,34.257882,-85.178134,POINT (-85.178134 34.257882),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
WELLSTAR PHARMACY NETWORK,677 CHURCH ST,,MARIETTA,GA,30060,,33.967976,-84.55112,POINT (-84.55112 33.967976),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
PUBLIX PHARMACY #1363,104 TOWN BLVD,SUITE A100,ATLANTA,GA,30319,,33.87026,-84.334302,POINT (-84.334302 33.87026),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PX1,FALSE,TRUE
COMFORT PHARMACY 2,5529 REDAN CIRCLE,STE B,STONE MOUNTAIN,GA,30088,,33.754098,-84.162262,POINT (-84.162262 33.754098),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
VILLA RICA DRUGS,222 W WILSON ST,,VILLA RICA,GA,30180-1807,,33.731457,-84.921449,POINT (-84.921449 33.731457),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,GN1,FALSE,TRUE
HODGSON'S PHARMACY,1260 S MILLEDGE AVE,STE F-1,ATHENS,GA,30605,,33.938071,-83.386054,POINT (-83.386054 33.938071),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,GAA,FALSE,TRUE
WALGREENS 11686,303 CHARLIE WATTS DR,,DALLAS,GA,30157-4907,,33.90818,-84.823658,POINT (-84.823658 33.90818),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WG1,FALSE,TRUE
MCINTOSH DRUG,7771 HIGHWAY 43,,MC INTOSH,AL,36553-0247,,31.26429,-88.032122,POINT (-88.032122 31.26429),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
SOUTHERN PHARMACY,606 B BRANNEN ST,,STATESBORO,GA,30458,,32.4341985,-81.767818,POINT (-81.767818 32.4341985),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
PHARMOORE PHARMACY,3422 SIXES RD STE 106,,CANTON,GA,30114-8961,,34.173841,-84.548467,POINT (-84.548467 34.173841),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
WALMART PHARMACY 10-3074,3059 LAWRENCEVILLE HWY,,LAWRENCEVILLE,GA,30044,,33.922341,-84.085512,POINT (-84.085512 33.922341),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WM1,FALSE,TRUE
CHANCY DRUGS VALDOSTA LLC,2333 N ASHLEY ST,,VALDOSTA,GA,31602-2621,,30.862946,-83.28332,POINT (-83.28332 30.862946),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,TRUE
WALMART PHARMACY 10-3072,2912 MAIN ST W,,SNELLVILLE,GA,30078-3148,,33.853016,-84.034218,POINT (-84.034218 33.853016),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,WM1,FALSE,TRUE
WELLSTAR PHARMACY NETWORK #7,4550 COBB PARKWAY NW,,ACWORTH,GA,30101,,34.067873,-84.72331,POINT (-84.72331 34.067873),12/6/2024 0:00,TRUE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,GAA,FALSE,TRUE
